,Date of Funding Event,Event ID,Event Type,Funding in USD,Target Company ID,countries,clusters,Target Name,isProfileOrganization,Quarter of Funding Event,Year of Funding Event
2018,#########,"(u'422880599',)",Minority Stake,0,653f7d2dccdc700bd8d4ac8feea35ffa,Bulgaria,"Data centers, Migration, Cloud management, Application performance",Sirma Group Holding AD,TRUE,1,2017
2019,#########,"(u'378049233',)",Private Investment,5024996,c4927439858435aa5ff5739c9fd190e3,United States,"Sql, Hadoop, Python, Data preparation","Predata, Inc.",TRUE,3,2016
2020,#########,"(u'628933412',)",Private Investment,365000,f9e9d2dd87c47eaebf7f1470d26e2908,United States,"Fashion, Visual search, Shoes, Apparel",Shoptelligence Inc.,TRUE,2,2018
2021,#########,"(u'587832128',)",Private Investment,1319844,f9e9d2dd87c47eaebf7f1470d26e2908,United States,"Fashion, Visual search, Shoes, Apparel",Shoptelligence Inc.,TRUE,4,2018
2022,#########,"(u'376896223',)",Private Investment,76232,1246d24760092ffd83fc774a042804a0,Canada,"Sentiment, Customer feedback, Employee experience, Text analytics",Keatext Inc.,TRUE,3,2016
2023,#########,"(u'635589631',)",Private Investment,1370245,1246d24760092ffd83fc774a042804a0,Canada,"Sentiment, Customer feedback, Employee experience, Text analytics",Keatext Inc.,TRUE,2,2018
2024,#########,"(u'377734582',)",Private Investment,30000000,f6b876d3ac331ae990ce59bc36b793f8,United States,"Ecommerce, Marketing automation, Shoppers, Retail technology","Takt, Inc.",TRUE,3,2016
2025,#########,"(u'575932916',)",Private Investment,23000000,00bf22f87b500b3d188516a32aea2218,United States,"Bots, Chatbots, Conversational ai, Messenger","Espressive, Inc.",TRUE,3,2018
2026,#########,"(u'622602308',)",Private Investment,0,2dee5378661d67c0505a3228fd987e04,Japan,"Bots, Chatbots, Conversational ai, Messenger","Concierge U Co., Ltd.",TRUE,4,2016
2027,#########,"(u'622600842',)",Private Investment,1841197,2dee5378661d67c0505a3228fd987e04,Japan,"Bots, Chatbots, Conversational ai, Messenger","Concierge U Co., Ltd.",TRUE,2,2019
2028,#########,"(u'332209805',)",Private Investment,32697467,701f39019ef863180d7ffdd66633e301,China,"Threat, Network security, Cybersecurity, Security solutions","Eversec Technology Co.,Ltd.",TRUE,4,2016
2029,#########,"(u'140782813',)",Private Investment,3161805,701f39019ef863180d7ffdd66633e301,China,"Threat, Network security, Cybersecurity, Security solutions","Eversec Technology Co.,Ltd.",TRUE,1,2012
2030,#########,"(u'612107375',)",Private Investment,3000000,6e0fedac3e790f80d10b893a39e9271c,China,"Hotels, Booking, Business travel, Online travel","Hangzhou Instruction Set Intelligent Science & Technology Co., Ltd.",TRUE,1,2019
2031,#########,"(u'274727792',)",Private Investment,12000000,c8b783c776d91641220eeb8ad8623517,United States,"Student, Edtech, Children, Career","Tangible Play, Inc.",TRUE,4,2014
2032,#########,"(u'264368909',)",Private Investment,2150000,c8b783c776d91641220eeb8ad8623517,United States,"Student, Edtech, Children, Career","Tangible Play, Inc.",TRUE,4,2013
2033,#########,"(u'598637564',)",Merger/Acquisition,1.20E+08,c8b783c776d91641220eeb8ad8623517,United States,"Student, Edtech, Children, Career","Tangible Play, Inc.",TRUE,1,2019
2034,#########,"(u'412454552',)",Private Investment,24000000,c8b783c776d91641220eeb8ad8623517,United States,"Student, Edtech, Children, Career","Tangible Play, Inc.",TRUE,4,2016
2035,#########,"(u'596735740',)",Private Investment,4000000,b2f211cd105fa8d1f577a5329e26c5be,United States,"Data centers, Migration, Cloud management, Application performance",Nimbella Corp.,TRUE,4,2018
2036,#########,"(u'603354035',)",Private Investment,522964,0296e0a629a499715c200c4ada3910b4,United Kingdom,"Insurtech, Insurance industry, Underwriting, Insurance products",Axioma Europe Ltd.,TRUE,1,2019
2037,#########,"(u'560223953',)",Private Investment,27633216,51c71f3340b51c5bbc5a14241c912b1d,Japan,"Student, Edtech, Children, Career","i-plug Co., Ltd.",TRUE,2,2018
2038,#########,"(u'593927623',)",Private Investment,176274,51c71f3340b51c5bbc5a14241c912b1d,Japan,"Student, Edtech, Children, Career","i-plug Co., Ltd.",TRUE,4,2018
2039,#########,"(u'284975231',)",Private Investment,0,6a3f31599b3d72c929078e6253d2993f,Singapore,"Topics, Video content, Readers, Personalized content",Latize Pte. Ltd.,TRUE,1,2015
2040,#########,"(u'402830411',)",Private Investment,1500750,6a3f31599b3d72c929078e6253d2993f,Singapore,"Topics, Video content, Readers, Personalized content",Latize Pte. Ltd.,TRUE,3,2016
2041,#########,"(u'369145360',)",Private Investment,2915000,eb34c4a32af6cfd26f455900685ac2a0,United States,"Lending, Loans, Credit score, Consumer finance","Sunbit, Inc.",TRUE,3,2016
2042,#########,"(u'638675643',)",Private Investment,12249996,eb34c4a32af6cfd26f455900685ac2a0,United States,"Lending, Loans, Credit score, Consumer finance","Sunbit, Inc.",TRUE,3,2019
2043,#########,"(u'620729713',)",Private Investment,26000000,eb34c4a32af6cfd26f455900685ac2a0,United States,"Lending, Loans, Credit score, Consumer finance","Sunbit, Inc.",TRUE,3,2019
2044,#########,"(u'588894384',)",Minority Stake,1290032,cf18a618d059efe1cbf45f2356021a55,New Zealand,"Ecommerce, Marketing automation, Shoppers, Retail technology",SLI Systems Limited,TRUE,1,2018
2045,#########,"(u'238398767',)",Public Offering,21513087,cf18a618d059efe1cbf45f2356021a55,New Zealand,"Ecommerce, Marketing automation, Shoppers, Retail technology",SLI Systems Limited,TRUE,2,2013
2046,#########,"(u'587930133',)",Merger/Acquisition,28269558,cf18a618d059efe1cbf45f2356021a55,New Zealand,"Ecommerce, Marketing automation, Shoppers, Retail technology",SLI Systems Limited,TRUE,1,2019
2047,#########,"(u'226916704',)",Private Investment,825593,cf18a618d059efe1cbf45f2356021a55,New Zealand,"Ecommerce, Marketing automation, Shoppers, Retail technology",SLI Systems Limited,TRUE,4,2012
2048,#########,"(u'274032489',)",Minority Stake,3853943,cf18a618d059efe1cbf45f2356021a55,New Zealand,"Ecommerce, Marketing automation, Shoppers, Retail technology",SLI Systems Limited,TRUE,3,2014
2049,#########,"(u'406240378',)",Private Investment,54000000,1a7c0fa99560b1fc6715a9709f1284d0,United States,"Drug, Cancer, Therapy, Genomic","Blackthorn Therapeutics, Inc.",TRUE,1,2017
2050,#########,"(u'621041600',)",Private Investment,76000000,1a7c0fa99560b1fc6715a9709f1284d0,United States,"Drug, Cancer, Therapy, Genomic","Blackthorn Therapeutics, Inc.",TRUE,2,2019
2051,#########,"(u'322748178',)",Private Investment,15000000,1a7c0fa99560b1fc6715a9709f1284d0,United States,"Drug, Cancer, Therapy, Genomic","Blackthorn Therapeutics, Inc.",TRUE,4,2015
2052,#########,"(u'606182806',)",Private Investment,1000000,16baa89dc4d0b49767982d302c85c657,United States,"Wellness, Wearable, Fitness, Emotions","NutriCern, Inc.",TRUE,1,2019
2053,#########,"(u'426728639',)",Merger/Acquisition,23015000,a463bc993a035fe8c88a2526e2c96563,Switzerland,"Gas, Predictive maintenance, Industrial automation, Machinery",ViDi Systems SA,TRUE,2,2017
2054,#########,"(u'276572507',)",Private Investment,17052940,7310bc2381e0e690cb0cbdb3935363a6,China,"Speech recognition, Musical, Podcasts, Songs","Shanghai Xiaoi Robot Technology Co., Ltd",TRUE,2,2015
2055,#########,"(u'154193635',)",Private Investment,1255798,7310bc2381e0e690cb0cbdb3935363a6,China,"Speech recognition, Musical, Podcasts, Songs","Shanghai Xiaoi Robot Technology Co., Ltd",TRUE,3,2012
2056,#########,"(u'629270702',)",Private Investment,3979322,4b02ed65de25830c7818833f2c5c8949,United States,"Threat, Network security, Cybersecurity, Security solutions","Tugboat Logic, Inc.",TRUE,2,2019
2057,#########,"(u'586905177',)",Private Investment,14500000,ef3871c605962c34aba3af05c28b2d56,China,"Facial, Face recognition, Law enforcement, Video surveillance",WATRIX.AI,TRUE,4,2018
2058,#########,"(u'618736412',)",Private Investment,0,38b82c7dfc9bc8ed6bd7d06e6f12c22a,United States,"Topics, Video content, Readers, Personalized content","FORGEAI, INC.",TRUE,2,2019
2059,#########,"(u'594064373',)",Private Investment,11000000,38b82c7dfc9bc8ed6bd7d06e6f12c22a,United States,"Topics, Video content, Readers, Personalized content","FORGEAI, INC.",TRUE,4,2018
2060,#########,"(u'637801788',)",Minority Stake,591968,b212e8139230fb313b7a6b861b98690b,Denmark,"Wellness, Wearable, Fitness, Emotions",Mindway AI A/S,TRUE,3,2019
2061,#########,"(u'606251930',)",Private Investment,14000000,fdd424d1818d6524f9ab09facacfbc67,United Kingdom,"Influencer, Social media marketing, Content marketing, Advertisers",Adthena Ltd,TRUE,1,2019
2062,#########,"(u'379695652',)",Private Investment,2601102,fdd424d1818d6524f9ab09facacfbc67,United Kingdom,"Influencer, Social media marketing, Content marketing, Advertisers",Adthena Ltd,TRUE,3,2016
2063,#########,"(u'638349774',)",Private Investment,5000000,fdd424d1818d6524f9ab09facacfbc67,United Kingdom,"Influencer, Social media marketing, Content marketing, Advertisers",Adthena Ltd,TRUE,3,2019
2064,#########,"(u'570728675',)",Private Investment,65000000,261fe59c22fb2eff2129eeff98e9c51d,China,"Lending, Loans, Credit score, Consumer finance",9F Inc.,TRUE,2,2018
2065,#########,"(u'301579255',)",Private Investment,1.10E+08,261fe59c22fb2eff2129eeff98e9c51d,China,"Lending, Loans, Credit score, Consumer finance",9F Inc.,TRUE,1,2015
2066,#########,"(u'584761367',)",Private Investment,0,261fe59c22fb2eff2129eeff98e9c51d,China,"Lending, Loans, Credit score, Consumer finance",9F Inc.,TRUE,4,2018
2067,#########,"(u'630893180',)",Public Offering,84550000,261fe59c22fb2eff2129eeff98e9c51d,China,"Lending, Loans, Credit score, Consumer finance",9F Inc.,TRUE,3,2019
2068,#########,"(u'216992125',)",Private Investment,4610000,87213a2206f706e98e4b9392241cb90c,United States,"Doctors, Hospital, Physicians, Medication",RxAnte Inc.,TRUE,3,2012
2069,#########,"(u'254068090',)",Merger/Acquisition,0,87213a2206f706e98e4b9392241cb90c,United States,"Doctors, Hospital, Physicians, Medication",RxAnte Inc.,TRUE,1,2014
2070,#########,"(u'404116581',)",Merger/Acquisition,0,87213a2206f706e98e4b9392241cb90c,United States,"Doctors, Hospital, Physicians, Medication",RxAnte Inc.,TRUE,3,2016
2071,#########,"(u'618747436',)",Private Investment,7236000,0f491a61dc479507f4c324dffe91003f,United States,"Lending, Loans, Credit score, Consumer finance","Fincura, Inc.",TRUE,2,2019
2072,#########,"(u'432413619',)",Private Investment,643826,df5ff562bab0dbb5f26a3f8c19ad6b5f,India,"Sql, Hadoop, Python, Data preparation",Heptagon Technologies Private Limited,TRUE,4,2017
2073,#########,"(u'635677086',)",Private Investment,16000000,1c3ddeaa2fc7a924139166c61722fec6,United States,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring","Neura, Inc.",TRUE,3,2019
2074,#########,"(u'631948088',)",Private Investment,0,1c3ddeaa2fc7a924139166c61722fec6,United States,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring","Neura, Inc.",TRUE,3,2019
2075,#########,"(u'261659092',)",Private Investment,2000000,1c3ddeaa2fc7a924139166c61722fec6,United States,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring","Neura, Inc.",TRUE,2,2014
2076,#########,"(u'270236846',)",Private Investment,100000,1c3ddeaa2fc7a924139166c61722fec6,United States,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring","Neura, Inc.",TRUE,4,2014
2077,#########,"(u'322488562',)",Private Investment,11000000,1c3ddeaa2fc7a924139166c61722fec6,United States,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring","Neura, Inc.",TRUE,1,2016
2078,#########,"(u'242435358',)",Private Investment,20000,1c3ddeaa2fc7a924139166c61722fec6,United States,"Palo alto, Semantic analysis technology, Knowledge mapping, Public opinion monitoring","Neura, Inc.",TRUE,4,2013
2079,#########,"(u'604124472',)",Private Investment,650348,d09ea693f84dfa3ff0b953de62b342a3,Japan,"Agriculture, Farmers, Farming, Crop",terasumile inc.,TRUE,1,2019
2080,#########,"(u'594829059',)",Private Investment,3000000,273699bf2884d05333b7d07c7305ca36,United States,"Invoices, Medium businesses, Cash flow, Receipts","InscribeAI, Inc.",TRUE,4,2018
2081,#########,"(u'578392652',)",Private Investment,120000,273699bf2884d05333b7d07c7305ca36,United States,"Invoices, Medium businesses, Cash flow, Receipts","InscribeAI, Inc.",TRUE,3,2018
2082,#########,"(u'634915773',)",Private Investment,0,273699bf2884d05333b7d07c7305ca36,United States,"Invoices, Medium businesses, Cash flow, Receipts","InscribeAI, Inc.",TRUE,4,2017
2083,#########,"(u'434360833',)",Private Investment,0,c76f76f92fab0f741e4edbadada1a0a8,United States,"Threat, Network security, Cybersecurity, Security solutions","Premise Data Corporation, Inc.",TRUE,3,2012
2084,#########,"(u'434361233',)",Private Investment,0,c76f76f92fab0f741e4edbadada1a0a8,United States,"Threat, Network security, Cybersecurity, Security solutions","Premise Data Corporation, Inc.",TRUE,2,2013
2085,#########,"(u'312105672',)",Private Investment,50000000,c76f76f92fab0f741e4edbadada1a0a8,United States,"Threat, Network security, Cybersecurity, Security solutions","Premise Data Corporation, Inc.",TRUE,3,2015
2086,#########,"(u'260346993',)",Private Investment,11000000,c76f76f92fab0f741e4edbadada1a0a8,United States,"Threat, Network security, Cybersecurity, Security solutions","Premise Data Corporation, Inc.",TRUE,1,2014
2087,#########,"(u'288147715',)",Merger/Acquisition,43000000,9334772c66f85bac984508247dc877dd,Israel,"Threat, Network security, Cybersecurity, Security solutions",CyActive Ltd.,TRUE,2,2015
2088,#########,"(u'272489688',)",Private Investment,0,9334772c66f85bac984508247dc877dd,Israel,"Threat, Network security, Cybersecurity, Security solutions",CyActive Ltd.,TRUE,3,2014
2089,#########,"(u'636603528',)",Private Investment,500000,56d913b620a953474bcc8c9a0911ef3d,United States,"Drug, Cancer, Therapy, Genomic",Vysioneer Inc.,TRUE,3,2019
2090,#########,"(u'607189981',)",Minority Stake,0,ca2f4d15c6d83655e866d196e05f2a96,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",Singularity Education Group,TRUE,1,2019
2091,#########,"(u'633155940',)",Private Investment,0,ca2f4d15c6d83655e866d196e05f2a96,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",Singularity Education Group,TRUE,3,2019
2092,#########,"(u'553030972',)",Private Investment,32000000,ca2f4d15c6d83655e866d196e05f2a96,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",Singularity Education Group,TRUE,3,2018
2093,#########,"(u'545338235',)",Private Investment,22465473,ca2f4d15c6d83655e866d196e05f2a96,United States,"Requires ios, Ipod touch, Requires ios compatible, Compatible with iphone",Singularity Education Group,TRUE,2,2018
2094,#########,"(u'546444029',)",Private Investment,5000000,b74ea4c5c563de1a2269eaed834c2749,United States,"Speech recognition, Musical, Podcasts, Songs","Descript, Inc.",TRUE,4,2017
2095,#########,"(u'637538873',)",Private Investment,15000000,b74ea4c5c563de1a2269eaed834c2749,United States,"Speech recognition, Musical, Podcasts, Songs","Descript, Inc.",TRUE,3,2019
2096,#########,"(u'428442483',)",Private Investment,1892570,247b88ee23f5b42a4bf8eb069343fddd,United States,"Facial, Face recognition, Law enforcement, Video surveillance","Quicket Solutions, Inc.",TRUE,2,2017
2097,#########,"(u'638396850',)",Private Investment,0,247b88ee23f5b42a4bf8eb069343fddd,United States,"Facial, Face recognition, Law enforcement, Video surveillance","Quicket Solutions, Inc.",TRUE,3,2019
2098,#########,"(u'560320551',)",Private Investment,1000000,247b88ee23f5b42a4bf8eb069343fddd,United States,"Facial, Face recognition, Law enforcement, Video surveillance","Quicket Solutions, Inc.",TRUE,3,2018
2099,#########,"(u'585210426',)",Private Investment,3420000,247b88ee23f5b42a4bf8eb069343fddd,United States,"Facial, Face recognition, Law enforcement, Video surveillance","Quicket Solutions, Inc.",TRUE,3,2019
2100,#########,"(u'318562817',)",Private Investment,1074998,247b88ee23f5b42a4bf8eb069343fddd,United States,"Facial, Face recognition, Law enforcement, Video surveillance","Quicket Solutions, Inc.",TRUE,4,2015
2101,#########,"(u'548548995',)",Public Offering,1405538,1bc80d1d9a5e66c6626e06faf9908f9b,United Kingdom,"Bots, Chatbots, Conversational ai, Messenger",AIQ Limited,TRUE,1,2018
2102,#########,"(u'263906227',)",Private Investment,55116157,07a968443c69b78f5665018f0030f60a,Canada,"Fraud detection, Merchants, Laundering, Personal finance",Verafin Inc.,TRUE,2,2014
2103,#########,"(u'638317770',)",Private Investment,3.88E+08,07a968443c69b78f5665018f0030f60a,Canada,"Fraud detection, Merchants, Laundering, Personal finance",Verafin Inc.,TRUE,3,2019
2104,#########,"(u'64808061',)",Private Investment,5067723,07a968443c69b78f5665018f0030f60a,Canada,"Fraud detection, Merchants, Laundering, Personal finance",Verafin Inc.,TRUE,3,2009
2105,#########,"(u'539717708',)",Private Investment,0,fdd6b1e3ff6bcb6e1563d965f114d9f5,United States,"Robotic process automation, Rpa, Test automation, Business process automation",UiPath Inc.,TRUE,4,2017
2106,#########,"(u'428872266',)",Private Investment,30000000,fdd6b1e3ff6bcb6e1563d965f114d9f5,United States,"Robotic process automation, Rpa, Test automation, Business process automation",UiPath Inc.,TRUE,2,2017
2107,#########,"(u'554893860',)",Private Investment,1.53E+08,fdd6b1e3ff6bcb6e1563d965f114d9f5,United States,"Robotic process automation, Rpa, Test automation, Business process automation",UiPath Inc.,TRUE,1,2018
2108,#########,"(u'581499315',)",Private Investment,2.65E+08,fdd6b1e3ff6bcb6e1563d965f114d9f5,United States,"Robotic process automation, Rpa, Test automation, Business process automation",UiPath Inc.,TRUE,4,2018
2109,#########,"(u'612030073',)",Private Investment,5.68E+08,fdd6b1e3ff6bcb6e1563d965f114d9f5,United States,"Robotic process automation, Rpa, Test automation, Business process automation",UiPath Inc.,TRUE,2,2019
2110,#########,"(u'576153063',)",Private Investment,120000,5a55d66ec7533edbebb6e94eb4e752ef,United States,"Student, Edtech, Children, Career",Van Robotics,TRUE,2,2018
2111,#########,"(u'587632841',)",Private Investment,25000,5a55d66ec7533edbebb6e94eb4e752ef,United States,"Student, Edtech, Children, Career",Van Robotics,TRUE,4,2018
2112,#########,"(u'609760567',)",Private Investment,602997,5a55d66ec7533edbebb6e94eb4e752ef,United States,"Student, Edtech, Children, Career",Van Robotics,TRUE,2,2019
2113,#########,"(u'600107329',)",Private Investment,10500000,eeb86877ada2d0297b81c7e26e6d8194,United States,"Reinforcement learning, General intelligence, Sift through data, Platform for artificial","NumberAI, Inc.",TRUE,1,2019
2114,#########,"(u'540338445',)",Private Investment,1600000,eeb86877ada2d0297b81c7e26e6d8194,United States,"Reinforcement learning, General intelligence, Sift through data, Platform for artificial","NumberAI, Inc.",TRUE,4,2017
2115,#########,"(u'559666218',)",Private Investment,8369381,67e9cdb1c615fc87b4c68378b2a1aaed,Japan,"Wellness, Wearable, Fitness, Emotions",ExaWizards Inc.,TRUE,1,2018
2116,#########,"(u'629955902',)",Private Investment,14659219,67e9cdb1c615fc87b4c68378b2a1aaed,Japan,"Wellness, Wearable, Fitness, Emotions",ExaWizards Inc.,TRUE,3,2019
2117,#########,"(u'613267011',)",Private Investment,22000000,a5e5e2825d9f7992275ab0cb0d7c8443,India,"Supply chain management, Freight, Shipping, Procurement process",Locus,TRUE,2,2019
2118,#########,"(u'307782774',)",Private Investment,0,a5e5e2825d9f7992275ab0cb0d7c8443,India,"Supply chain management, Freight, Shipping, Procurement process",Locus,TRUE,3,2015
2119,#########,"(u'599083309',)",Private Investment,249999,a5e5e2825d9f7992275ab0cb0d7c8443,India,"Supply chain management, Freight, Shipping, Procurement process",Locus,TRUE,2,2016
2120,#########,"(u'541380695',)",Private Investment,0,a5e5e2825d9f7992275ab0cb0d7c8443,India,"Supply chain management, Freight, Shipping, Procurement process",Locus,TRUE,4,2017
2121,#########,"(u'569571566',)",Private Investment,4026545,a5e5e2825d9f7992275ab0cb0d7c8443,India,"Supply chain management, Freight, Shipping, Procurement process",Locus,TRUE,2,2018
2122,#########,"(u'562424278',)",Private Investment,0,a5e5e2825d9f7992275ab0cb0d7c8443,India,"Supply chain management, Freight, Shipping, Procurement process",Locus,TRUE,3,2017
2123,#########,"(u'336396026',)",Private Investment,2749998,a5e5e2825d9f7992275ab0cb0d7c8443,India,"Supply chain management, Freight, Shipping, Procurement process",Locus,TRUE,2,2016
2124,#########,"(u'635941838',)",Private Investment,2800000,e9c0b3a599ba661cbb3969e3279ddf35,China,"Autonomous vehicles, Fleet, Road, Autonomous driving","Light Passenger Intelligent Technology Co., Ltd.",TRUE,3,2019
2125,#########,"(u'537959135',)",Merger/Acquisition,4866707,ef9e2ceaf8f8d4660063d0b3c79b4fba,United Kingdom,"Drug, Cancer, Therapy, Genomic",Intelligent Ultrasound Limited,TRUE,4,2017
2126,#########,"(u'435215147',)",Private Investment,2088186,ef9e2ceaf8f8d4660063d0b3c79b4fba,United Kingdom,"Drug, Cancer, Therapy, Genomic",Intelligent Ultrasound Limited,TRUE,4,2014
2127,#########,"(u'215408995',)",Private Investment,1379205,ef9e2ceaf8f8d4660063d0b3c79b4fba,United Kingdom,"Drug, Cancer, Therapy, Genomic",Intelligent Ultrasound Limited,TRUE,2,2013
2128,#########,"(u'620791982',)",Minority Stake,1500000,cea81bdd1e17e1e4f1902da851858ad8,Australia,"Speech recognition, Musical, Podcasts, Songs",Appen Limited,TRUE,2,2019
2129,#########,"(u'278887452',)",Public Offering,12173842,cea81bdd1e17e1e4f1902da851858ad8,Australia,"Speech recognition, Musical, Podcasts, Songs",Appen Limited,TRUE,1,2015
2130,#########,"(u'545137142',)",Private Investment,0,cea81bdd1e17e1e4f1902da851858ad8,Australia,"Speech recognition, Musical, Podcasts, Songs",Appen Limited,TRUE,4,2017
2131,#########,"(u'637271092',)",Private Investment,1200000,8be837feae66c4ad7a2c20d9ed838dff,Australia,"Bots, Chatbots, Conversational ai, Messenger",black.ai,TRUE,4,2018
2132,#########,"(u'559594217',)",Merger/Acquisition,0,72aaffa4bfeb98a64025e6a4762e1b3f,United Arab Emirates,"Meetings, Sales automation, Prospects, Sales teams",Wrappup Inc.,TRUE,2,2018
2133,#########,"(u'402302628',)",Private Investment,800000,72aaffa4bfeb98a64025e6a4762e1b3f,United Arab Emirates,"Meetings, Sales automation, Prospects, Sales teams",Wrappup Inc.,TRUE,3,2016
2134,#########,"(u'537019398',)",Private Investment,2500000,8249f0dc75e73cc6431a37311c824862,United States,"Insurtech, Insurance industry, Underwriting, Insurance products",DataCubes Inc.,TRUE,3,2017
2135,#########,"(u'639284297',)",Merger/Acquisition,0,27f0a296d6e6fb5f10b7dd3eb3493c69,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding","Wove Technologies, Inc.",TRUE,4,2019
2136,#########,"(u'262279232',)",Private Investment,60000,27f0a296d6e6fb5f10b7dd3eb3493c69,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding","Wove Technologies, Inc.",TRUE,2,2014
2137,#########,"(u'582200131',)",Private Investment,9000000,27f0a296d6e6fb5f10b7dd3eb3493c69,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding","Wove Technologies, Inc.",TRUE,3,2018
2138,#########,"(u'403876725',)",Private Investment,3000000,27f0a296d6e6fb5f10b7dd3eb3493c69,United States,"Advertisers, Programmatic, Mobile advertising, Real time bidding","Wove Technologies, Inc.",TRUE,4,2016
2139,#########,"(u'560749503',)",Private Investment,2530000,203c97665d2cac2f67be7b2cd9d5605c,United States,"Legal, Law, Contract management, Lawyers",Operem Inc.,TRUE,2,2018
2140,#########,"(u'559149749',)",Public Offering,8.12E+08,6a91e5727b2a49d61c75e21de5ec9e54,Czech Republic,"Semiconductor, Chips, Processors, Low power",Avast Plc,TRUE,2,2018
2141,#########,"(u'429733313',)",Private Investment,25699997,63cff9c9cf3067b47de81b0dd47a54a7,United States,"Data centers, Migration, Cloud management, Application performance","Nautilus Data Technologies, Inc.",TRUE,4,2017
2142,#########,"(u'586713009',)",Private Investment,12000000,63cff9c9cf3067b47de81b0dd47a54a7,United States,"Data centers, Migration, Cloud management, Application performance","Nautilus Data Technologies, Inc.",TRUE,4,2018
2143,#########,"(u'610186484',)",Private Investment,0,dd0cce880da673cf04e4aafa454fdb64,United States,"Sql, Hadoop, Python, Data preparation",Contentstack LLC,TRUE,1,2019
2144,#########,"(u'639913288',)",Private Investment,31500000,dd0cce880da673cf04e4aafa454fdb64,United States,"Sql, Hadoop, Python, Data preparation",Contentstack LLC,TRUE,4,2019
2145,#########,"(u'555464807',)",Private Investment,1036074,0cab4ef8484cf30e8d2928fa9c82a7b2,Japan,"Crypto, Wealth management, Traders, Cryptocurrency",Gizumo inc.,TRUE,1,2018
2146,#########,"(u'580321132',)",Private Investment,7166478,79974337e8b4d032f6a1b2c949e6ebd1,Japan,"Crypto, Wealth management, Traders, Cryptocurrency",XTech Corporation,TRUE,1,2019
2147,#########,"(u'592236273',)",Private Investment,0,79974337e8b4d032f6a1b2c949e6ebd1,Japan,"Crypto, Wealth management, Traders, Cryptocurrency",XTech Corporation,TRUE,4,2018
2148,#########,"(u'558596827',)",Private Investment,14098779,480e69bee4e5d0ed85819ad685d7db6d,Japan,"Crypto, Wealth management, Traders, Cryptocurrency",8 Securities Inc.,TRUE,3,2018
2149,#########,"(u'640589447',)",Private Investment,0,65bf1046ddef0f2fe2edfaa9572be948,United States,"Threat, Network security, Cybersecurity, Security solutions",Protocol 46 Inc.,TRUE,4,2019
2150,#########,"(u'610849466',)",Private Investment,0,65bf1046ddef0f2fe2edfaa9572be948,United States,"Threat, Network security, Cybersecurity, Security solutions",Protocol 46 Inc.,TRUE,2,2019
2151,#########,"(u'584278751',)",Private Investment,1100000,65bf1046ddef0f2fe2edfaa9572be948,United States,"Threat, Network security, Cybersecurity, Security solutions",Protocol 46 Inc.,TRUE,3,2018
2152,#########,"(u'df93888f-baf1-1655-9a11-46cd776228db',)",Private Investment,10000000,5962ba42-462f-283a-f76b-bf9c442c8e91,China,"Student, Edtech, Children, Career",Kuaile Zhihui,TRUE,3,2017
2153,#########,"(u'd43f3596-96ce-4c9a-ae8e-b47c34d5eb40',)",Private Investment,2000000,966451da-cd9c-416a-b6e0-b022e9327e6e,Taiwan,"Augmented reality, Vr, Virtual reality, Ar","OSENSE TECHNOLOGY CO., LTD.",TRUE,4,2018
2154,#########,"(u'574164300',)",Private Investment,3100941,dd0ff043438fe1e4a4aa5713724d5cb6,South Korea,"Crypto, Wealth management, Traders, Cryptocurrency","ThinkPool Co., Ltd.",TRUE,3,2018
2155,#########,"(u'b008e4f6-0278-06a4-5daa-a7dfa5278c13',)",Private Investment,1100000,11c38005-912e-e158-250f-0727ce846bff,United States,"Sql, Hadoop, Python, Data preparation",Analyticmate,TRUE,4,2015
2156,#########,"(u'70f7c62b-342a-83cd-223c-e140663715c7',)",Private Investment,575000,11c38005-912e-e158-250f-0727ce846bff,United States,"Sql, Hadoop, Python, Data preparation",Analyticmate,TRUE,3,2014
2157,#########,"(u'57400a31-630c-bac3-3564-3517b7cd33fd',)",Private Investment,460000,924ad37b-c323-f982-410f-9a521393074f,India,"Wi fi, Indoor, Wifi, Lights",Inventrom Pvt.Ltd. (Bolt IoT),TRUE,3,2016
2158,#########,"(u'c85a2ad5-e54e-0314-f0c4-2dc86922f342',)",Private Investment,894686,a0385603-693f-ffc9-0f73-def98fa8bb4d,South Korea,"Sql, Hadoop, Python, Data preparation",Lablup,TRUE,2,2017
2159,#########,"(u'52bbbf33-72a0-4f68-b6de-fa17d9405c2c',)",Private Investment,0,a0385603-693f-ffc9-0f73-def98fa8bb4d,South Korea,"Sql, Hadoop, Python, Data preparation",Lablup,TRUE,2,2017
